BATCH,PROG,WEEK,DATE,MON,DAY,YEAR,LOCATION,RM,SHORE,GEAR,Experimental_Net_ID,BPER,GPER,SET_SAMP,CLDCV,WINDD,WINDV,WAVEH,AIRT,TWTEMP,TCOND,TTDS,TSAL,TDOPERC,TDO,TPH,BWTEMP,BCOND,BTDS,BSAL,BDOPERC,BDO,BPH,AVG_DEPTH,Bottom Line Loc,COMMENTS,SURVEY,TVEL,BVEL,Secchi,Reviewed/Entered,First Check,Second Check,Third Check,Habitat,GPS Point
201617510,12,23,6/7/2016,6,7,2016,Desert,81,3,3,,1,1,1,2,6,5,1,25,22.1,,,,,,,,,,,,,,38,,Forgot YSI,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617511,12,23,6/7/2016,6,7,2016,Desert,80,3,3,,1,1,1,2,6,5,1,25,22.1,,,,,,,,,,,,,,38,,Forgot YSI,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617512,12,23,6/8/2016,6,8,2016,Rogers Pt,80,3,3,,1,1,1,4,1,10,2,20,22.1,293.2,202.15,0.15,100.6,8.72,7.45,22.1,292.9,201.5,0.15,100.1,8.73,7.42,50,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617513,12,23,6/8/2016,6,8,2016,Rogers Pt,80,3,3,,1,1,1,4,1,10,2,20,22.1,293.2,202.15,0.15,100.6,8.72,7.45,22.1,292.9,201.5,0.15,100.1,8.73,7.42,55,,YSI same as 17512,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617514,12,23,6/8/2016,6,8,2016,Rogers Pt,80,3,3,,1,1,1,4,1,10,2,20,22.1,293.2,202.15,0.15,100.6,8.72,7.45,22.1,292.9,201.5,0.15,100.1,8.73,7.42,60,,YSI same as 17512,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617515,12,23,6/9/2016,6,9,2016,PYC,83,3,3,,1,1,1,2,8,20,2,25,22.1,298.1,204.75,0.15,102.5,8.94,7.42,22.1,296.4,204.1,0.15,99.4,8.71,7.44,55,,Next gen 2548,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617516,12,23,6/9/2016,6,9,2016,N of A-Frame,83,3,3,,1,1,1,2,8,25,2,25,22.1,298.1,204.75,0.15,102.5,8.94,7.42,22.1,296.4,204.1,0.15,99.4,8.71,7.44,65,,YSI same as 17515,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617517,12,23,6/9/2016,6,9,2016,N of PYC,83,3,3,,1,1,1,2,8,25,2,25,22.1,298.1,204.75,0.15,102.5,8.94,7.42,22.1,296.4,204.1,0.15,99.4,8.71,7.44,50,,YSI same as 17515,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617518,12,24,6/13/2016,6,13,2016,A-Frame,83,3,3,,1,1,1,1,8,5,1,18.5,21.7,,,,,,,21.6,,,,,,,60,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617519,12,24,6/13/2016,6,13,2016,A-Frame,83,3,3,,1,1,1,1,8,5,1,18.5,21.7,,,,,,,21.6,,,,,,,65,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617520,12,24,6/14/2016,6,14,2016,PYC,83,3,3,,1,1,1,1,2,5,1,,21.9,297.1,205.4,0.15,99.7,8.72,7.37,21.6,294,204.75,0.15,88.5,7.71,7.53,55,,"1 Fish got out, YSI same as 17522",Adult Atlantic Sturgeon Survey,,,,,,,,,
201617521,12,24,6/14/2016,6,14,2016,N of A-Frame,83,3,3,,1,1,1,1,8,5,1,,21.9,297.1,205.4,0.15,99.7,8.72,7.37,21.6,294,204.75,0.15,88.5,7.71,7.53,66,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617522,12,24,6/14/2016,6,14,2016,Between PYC and A-Frame,83,3,3,,1,1,1,1,8,5,1,,21.9,297.1,205.4,0.15,99.7,8.72,7.37,21.6,294,204.75,0.15,88.5,7.71,7.53,50,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617523,12,24,6/14/2016,6,14,2016,S of PYC,83,3,3,,1,1,1,1,8,5,1,,21.9,297.1,205.4,0.15,99.7,8.72,7.37,21.6,294,204.75,0.15,88.5,7.71,7.53,65,,YSI same as 17522,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617524,12,24,6/15/2016,6,15,2016,Crum Elbow,81,3,3,,1,1,1,1,0,0,1,29.3,22.1,,,,,,,,,,,,,,45,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617525,12,24,6/15/2016,6,15,2016,Crum Elbow,81,3,3,,1,1,1,1,0,0,1,29.3,22.1,,,,,,,,,,,,,,45,,one got out?,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617526,12,24,6/15/2016,6,15,2016,Crum Elbow,81,3,3,,1,1,1,1,0,0,1,29.3,22.1,,,,,,,,,,,,,,45,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617527,12,24,6/16/2016,6,16,2016,Rogers Pt,81,3,3,,1,1,1,4,0,0,1,26,22.1,297.9,204.75,0.15,92.7,8.09,7.44,22,297.4,205.4,0.15,94.4,8.28,7.39,45,,south net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617528,12,24,6/16/2016,6,16,2016,Desert,81,3,3,,1,1,1,4,0,0,1,26,22.1,297.9,204.75,0.15,92.7,8.09,7.44,22,297.4,205.4,0.15,94.4,8.28,7.39,45,,middle net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617529,12,24,6/16/2016,6,16,2016,Desert,81,3,3,,1,1,1,4,0,0,1,26,22.1,297.9,204.75,0.15,92.7,8.09,7.44,22,297.4,205.4,0.15,94.4,8.28,7.39,43,,north net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617530,12,24,6/17/2016,6,17,2016,Desert,81,3,3,,1,1,1,1,1,10,1,20,22.1,299,206.05,0.15,95.1,8.32,7.42,22.1,299.6,206.1,0.15,98.5,8.54,7.42,42,,north net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617531,12,24,6/17/2016,6,17,2016,Desert,81,3,3,,1,1,1,1,1,10,1,20,22.1,299,206.05,0.15,95.1,8.32,7.42,22.1,299.6,206.1,0.15,98.5,8.54,7.42,45,,middle net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617532,12,24,6/17/2016,6,17,2016,Desert,81,3,3,,1,1,1,1,1,10,1,20,22.1,299,206.05,0.15,95.1,8.32,7.42,22.1,299.6,206.1,0.15,98.5,8.54,7.42,45,,south net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617533,12,24,6/17/2016,6,17,2016,PYC,83,3,3,,1,1,1,1,1,10,2,21.5,22.1,300.2,206.05,0.15,99,8.64,7.5,22.1,300.1,206.7,0.15,102.4,8.86,7.44,60,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617534,12,25,6/20/2016,6,20,2016,A-Frame,83,3,2,,1,1,1,2,5,5,1,,,,,,,,,,,,,,,,65,,Drift Net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617535,12,25,6/20/2016,6,20,2016,A-Frame,83,3,2,,1,1,1,2,5,5,1,,,,,,,,,,,,,,,,60,,Drift Net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617536,12,25,6/20/2016,6,20,2016,PYC,83,3,3,,1,1,1,2,5,5,1,25,23,309.7,209.3,0.15,96.7,8.26,7.55,22.8,309.3,209.95,0.15,97.6,8.4,7.58,55,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617537,12,25,6/20/2016,6,20,2016,PYC - A-Frame,83,3,3,,1,1,1,2,5,5,1,25,23,309.7,209.3,0.15,96.7,8.26,7.55,22.8,309.3,209.95,0.15,97.6,8.4,7.58,65,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617538,12,25,6/21/2016,6,21,2016,N of Hyde Park,81,3,3,,1,1,1,1,1,10,1,26,24.6,313.2,204.75,0.15,90,7.55,7.5,23.1,310.9,209.95,0.15,95.7,8.22,7.49,42,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617539,12,25,6/21/2016,6,21,2016,Hyde Park,81,3,3,,1,1,1,1,1,10,1,26,24.6,313.2,204.75,0.15,90,7.55,7.5,23.1,310.9,209.95,0.15,95.7,8.22,7.49,43,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617540,12,25,6/21/2016,6,21,2016,S of Hyde Park,81,3,3,,1,1,1,1,1,5,1,26,24.6,313.2,204.75,0.15,90,7.55,7.5,23.1,310.9,209.95,0.15,95.7,8.22,7.49,42,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617541,12,25,6/22/2016,6,22,2016,Hyde Park,81,3,3,,1,1,1,1,5,5,1,24,23.6,314.2,209.95,0.15,99.4,8.41,7.43,23.2,311.4,209.3,0.15,96.1,8.2,7.44,43,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617542,12,25,6/22/2016,6,22,2016,Hyde Park,81,3,3,,1,1,1,1,5,5,1,24,23.6,314.2,209.95,0.15,99.4,8.41,7.43,23.2,311.4,209.3,0.15,96.1,8.2,7.44,44,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617543,12,25,6/22/2016,6,22,2016,Hyde Park,81,3,3,,1,1,1,1,5,5,1,24,23.6,314.2,209.95,0.15,99.4,8.41,7.43,23.2,311.4,209.3,0.15,96.1,8.2,7.44,43,,North net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617544,12,25,6/22/2016,6,22,2016,PYC,83,3,3,,1,1,1,1,1,15,3,,,,,,,,,,,,,,,,65,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617545,12,25,6/23/2016,6,23,2016,PYC,83,3,3,,1,1,1,3,0,0,1,36,23.8,276.1,183.3,0.13,91.3,7.71,7.04,23.3,272.6,183.3,0.13,96.5,8.22,6.97,55,,South net,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617546,12,25,6/23/2016,6,23,2016,PYC,83,3,3,,1,1,1,3,0,0,1,36,23.8,276.1,183.3,0.13,91.3,7.71,7.04,23.3,272.6,183.3,0.13,96.5,8.22,6.97,65,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201617547,12,25,6/23/2016,6,23,2016,PYC,83,3,3,,1,1,1,3,0,0,1,36,23.8,276.1,183.3,0.13,91.3,7.71,7.04,23.3,272.6,183.3,0.13,96.5,8.22,6.97,45,,,Adult Atlantic Sturgeon Survey,,,,,,,,,
201717501,12,22,6/1/2017,6,1,2017,A FRAME,84,3,3,,1,1,1,1,5,5,1,17.5,17.9,203.4,153.4,0.11,89.7,8.52,7.76,17.8,203.4,153.4,0.11,89.4,8.45,7.74,,,NO DEPTH FINDER,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717502,12,22,6/1/2017,6,1,2017,A FRAME,84,3,3,,1,1,1,1,5,5,1,17.5,17.9,203.4,153.4,0.11,89.7,8.52,7.76,17.8,203.4,153.4,0.11,89.4,8.45,7.74,,,NO DEPTH FINDER,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717503,12,22,6/1/2017,6,1,2017,A FRAME,84,3,3,,1,1,1,1,5,5,1,17.5,17.9,203.4,153.4,0.11,89.7,8.52,7.76,17.8,203.4,153.4,0.11,89.4,8.45,7.74,,,NO DEPTH FINDER,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717504,12,22,6/2/2017,6,2,2017,A Frame,84,3,3,,1,1,1,1,4,3,1,18.3,18.2,209.7,156.65,0.11,95.8,9.01,7.92,18.1,208.8,156,0.11,92.9,8.76,7.93,70,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717505,12,22,6/2/2017,6,2,2017,PYC,84,3,3,,1,1,1,1,0,0,1,18.3,18.2,209.7,156.65,0.11,95.8,9.01,7.92,18.1,208.8,156,0.11,92.9,8.76,7.93,55,,one fish got out of the net,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717506,12,22,6/2/2017,6,2,2017,PYC,84,3,3,,1,1,1,1,0,0,1,18.3,18.2,209.7,156.65,0.11,95.8,9.01,7.92,18.1,208.8,156,0.11,92.9,8.76,7.93,35,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717507,12,23,6/5/2017,6,5,2017,A FRAME,84,3,3,,1,1,1,4,0,0,1,18.4,18.3,223.2,167.05,0.12,98.3,9.22,8.11,18.2,223.2,166.4,0.12,100.6,9.48,7.98,75,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717508,12,23,6/5/2017,6,5,2017,A FRAME,84,3,3,,1,1,1,4,0,0,1,18.4,18.3,223.2,167.05,0.12,98.3,9.22,8.11,18.2,223.2,166.4,0.12,100.6,9.48,7.98,65,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717509,12,23,6/5/2017,6,5,2017,A FRAME,84,3,3,,1,1,1,4,0,0,1,18.4,18.3,223.2,167.05,0.12,98.3,9.22,8.11,18.2,223.2,166.4,0.12,100.6,9.48,7.98,60,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717510,12,23,6/6/2017,6,6,2017,PYC,84,3,3,,1,1,1,4,1,5,1,13.5,18,221.6,165.75,0.12,103.4,9.75,8.2,18.1,221.2,166.4,0.12,90.3,8.61,8.22,55,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717511,12,23,6/6/2017,6,6,2017,PYC,84,3,3,,1,1,1,4,1,5,1,13.5,18,221.6,165.75,0.12,103.4,9.75,8.2,18.1,221.2,166.4,0.12,90.3,8.61,8.22,60,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717512,12,23,6/6/2017,6,6,2017,PYC,84,3,3,,1,1,1,4,1,5,1,13.5,18,221.6,165.75,0.12,103.4,9.75,8.2,18.1,221.2,166.4,0.12,90.3,8.61,8.22,58,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717513,12,23,6/8/2017,6,8,2017,CRUM ELBOW,81,3,3,,1,1,1,2,2,5,1,21.2,17.6,228.5,173.55,0.13,96.6,9.2,7.86,17.3,227.3,172.9,0.13,96.1,9.2,7.86,45,,BOAT SINKING - THREW 1 FISH BACK,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717514,12,23,6/8/2017,6,8,2017,CRUM ELBOW,81,3,3,,1,1,1,2,2,5,1,21.2,17.6,228.5,173.55,0.13,96.6,9.2,7.86,17.3,227.3,172.9,0.13,96.1,9.2,7.86,47,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717515,12,23,6/8/2017,6,8,2017,CRUM ELBOW,81,3,3,,1,1,1,2,2,5,1,21.2,17.6,228.5,173.55,0.13,96.6,9.2,7.86,17.3,227.3,172.9,0.13,96.1,9.2,7.86,45,,"BOAT SINKING, THREW THE SECOND FISH BACK IN THE WATER",Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717516,12,23,6/9/2017,6,9,2017,CRUM ELBOW,81,3,3,,1,1,1,4,5,5,1,17.3,17.2,217.2,165.75,0.12,94.5,9.08,7.8,17.4,217.9,165.75,0.12,94.7,9.05,7.84,45,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717517,12,23,6/9/2017,6,9,2017,CRUM ELBOW,81,3,3,,1,1,1,4,5,5,1,17.3,17.2,217.2,165.75,0.12,94.5,9.08,7.8,17.4,217.9,165.75,0.12,94.7,9.05,7.84,45,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717518,12,23,6/9/2017,6,9,2017,CRUM ELBOW,81,3,3,,1,1,1,4,5,5,1,17.3,17.2,217.2,165.75,0.12,94.5,9.08,7.8,17.4,217.9,165.75,0.12,94.7,9.05,7.84,50,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717519,12,24,6/11/2017,6,11,2017,ROGERS PT.,80,3,3,,1,1,1,2,5,5,1,32.5,18.2,212,158.6,0.12,93.8,8.93,7.67,17.8,210.1,157.95,0.12,94.9,8.99,7.62,40,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717520,12,24,6/11/2017,6,11,2017,ROGERS PT.,80,3,3,,1,1,1,2,5,5,1,32.5,18.2,212,158.6,0.12,93.8,8.93,7.67,17.8,210.1,157.95,0.12,94.9,8.99,7.62,40,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717521,12,24,6/11/2017,6,11,2017,CRUM ELBOW,80,3,3,,1,1,1,2,5,5,1,32.5,18.2,212,158.6,0.12,93.8,8.93,7.67,17.8,210.1,157.95,0.12,94.9,8.99,7.62,45,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717522,12,24,6/12/2017,6,12,2017,CRUM ELBOW,81,3,3,,1,1,1,1,5,5,1,,18.8,225,180.7,0.13,90.7,8.46,8.12,18.4,242.4,180.05,0.13,86.8,8.32,7.84,43,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717523,12,24,6/12/2017,6,12,2017,CRUM ELBOW,81,3,3,,1,1,1,1,5,5,1,,18.8,225,180.7,0.13,90.7,8.46,8.12,18.4,242.4,180.05,0.13,86.8,8.32,7.84,43,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717524,12,24,6/12/2017,6,12,2017,CRUM ELBOW,81,3,3,,1,1,1,1,5,5,1,,18.8,225,180.7,0.13,90.7,8.46,8.12,18.4,242.4,180.05,0.13,86.8,8.82,7.84,43,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717525,12,24,6/12/2017,6,12,2017,PYC,84,3,3,,1,1,1,1,5,5,1,,,,,,,,,,,,,,,,65,,NO YSI - SHORT SET - NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717526,12,24,6/13/2017,6,13,2017,A FRAME,83,3,3,,1,1,1,1,0,0,1,,20.9,256.3,182,0.13,91,8.3,,20,248.2,178.75,0.13,85.8,7.9,,65,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717527,12,24,6/13/2017,6,13,2017,PYC,83,3,3,,1,1,1,1,0,0,1,,20.9,256.3,182,0.13,91,8.3,,20,248.2,178.75,0.13,85.8,7.9,,55,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717528,12,24,6/13/2017,6,13,2017,PYC,83,3,3,,1,1,1,1,0,0,1,,20.9,256.3,182,0.13,91,8.3,,20,248.2,178.75,0.13,85.8,7.9,,55,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717529,12,24,6/14/2017,6,14,2017,PYC,83,3,3,,1,1,1,2,1,3,1,25,20.6,258.4,183.3,0.13,96.9,8.71,7.89,19.7,252.8,183.3,0.13,96.2,8.84,8.04,55,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717530,12,24,6/14/2017,6,14,2017,PYC,83,3,3,,1,1,1,2,1,3,1,25,20.6,258.4,183.3,0.13,96.9,8.71,7.89,19.7,252.8,183.3,0.13,96.2,8.84,8.04,57,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717531,12,24,6/14/2017,6,14,2017,PYC,83,3,3,,1,1,1,2,1,3,1,25,20.6,258.4,183.3,0.13,96.9,8.71,7.89,19.7,252.8,183.3,0.13,96.2,8.84,8.04,60,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717532,12,24,6/15/2017,6,15,2017,CRUM ELBOW,80,3,3,,1,1,1,2,0,0,1,15,19.3,244.9,178.75,0.13,89.4,8.23,8.31,19.3,245.1,178.75,0.13,89.6,8.25,8.41,45,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717533,12,24,6/15/2017,6,15,2017,CRUM ELBOW,80,3,3,,1,1,1,2,0,0,1,15,19.3,244.9,178.75,0.13,89.4,8.23,8.31,19.3,245.1,178.75,0.13,89.6,8.25,8.41,45,,ONE FISH GOT OUT OF THE NET.,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717534,12,24,6/15/2017,6,15,2017,CRUM ELBOW,80,3,3,,1,1,1,2,0,0,1,15,19.3,244.9,178.75,0.13,89.4,8.23,8.31,19.3,245.1,178.75,0.13,89.6,8.25,8.41,46,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717535,12,24,6/16/2017,6,16,2017,ROGERS PT.,80,3,3,,1,1,1,4,5,5,1,16.5,19.5,250.5,182,0.13,88.9,8.14,8.3,19.5,250.5,182,0.13,92.3,8.38,8.45,43,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717536,12,24,6/16/2017,6,16,2017,CRUM ELBOW,80,3,3,,1,1,1,4,5,5,1,16.5,19.5,250.5,182,0.13,88.9,8.14,8.3,19.5,250.5,182,0.13,92.3,8.38,8.45,45,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717537,12,24,6/16/2017,6,16,2017,CRUM ELBOW,80,3,3,,1,1,1,4,5,5,1,16.5,19.5,250.5,182,0.13,88.9,8.14,8.3,19.5,250.5,182,0.13,92.3,8.38,8.45,47,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717538,12,25,6/19/2017,6,19,2017,ROGERS PT.,80,3,3,,1,1,1,4,5,10,2,27.5,20.6,390.3,277.55,0.21,89.6,8.06,8.03,20.4,435.2,310.05,0.23,95.3,8.51,8.65,55,,Let 1 go,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717539,12,25,6/19/2017,6,19,2017,ROGERS PT.,80,3,3,,1,1,1,4,5,10,2,27.5,20.6,390.3,277.55,0.21,89.6,8.06,8.03,20.4,435.2,310.05,0.23,95.3,8.51,8.65,56,,LET 4 FISH GO BECAUSE OF STORM,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717540,12,25,6/19/2017,6,19,2017,ROGERS PT.,80,3,3,,1,1,1,4,5,10,2,27.5,20.6,390.3,277.55,0.21,89.6,8.06,8.03,20.4,435.2,310.05,0.23,95.3,8.51,8.65,53,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717541,12,25,6/20/2017,6,20,2017,ROGERS PT.,80,3,3,,1,1,1,2,6,3,1,28.5,21.1,254.6,178.75,0.13,85.5,7.61,7.96,20.8,253.6,179.4,0.13,83,7.41,8.09,60,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717542,12,25,6/20/2017,6,20,2017,ROGERS PT.,80,3,3,,1,1,1,2,6,3,1,28.5,21.1,254.6,178.75,0.13,85.5,7.61,7.96,20.8,253.6,179.4,0.13,83,7.41,8.09,55,,NO FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717543,12,25,6/20/2017,6,20,2017,ROGERS PT.,80,3,3,,1,1,1,2,6,3,1,28.5,21.1,254.6,178.75,0.13,85.5,7.61,7.96,20.8,253.6,179.4,0.13,83,7.41,8.09,50,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717544,12,25,6/21/2017,6,21,2017,ROGERS PT.,80,3,3,,1,1,1,3,5,10,1,25,21.6,250.4,173.55,0.13,87.4,7.68,8.29,21.5,250.6,174.2,0.13,92.6,8.12,8.48,52,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717545,12,25,6/21/2017,6,21,2017,ROGERS PT.,80,3,3,,1,1,1,3,5,10,1,25,21.6,250.4,173.55,0.13,87.4,7.68,8.29,21.5,250.6,174.2,0.13,92.6,8.12,8.48,50,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717546,12,25,6/21/2017,6,21,2017,ROGERS PT.,80,3,3,,1,1,1,3,5,10,1,25,21.6,250.4,173.55,0.13,87.4,7.68,8.29,21.5,250.6,174.2,0.13,92.6,8.12,8.48,45,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717547,12,25,6/22/2017,6,22,2017,ROGERS PT.,80,3,3,,1,1,1,1,0,0,1,,22.1,242.3,166.4,0.12,97,8.39,7.33,21.7,240.3,166.4,0.12,99.8,8.67,7.54,45,,1 FISH GOT OUT OF THE NET,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717548,12,25,6/22/2017,6,22,2017,ROGERS PT.,80,3,3,,1,1,1,1,0,0,1,,22.1,242.3,166.4,0.12,97,8.39,7.33,21.7,240.3,166.4,0.12,99.8,8.67,7.54,50,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717549,12,25,6/22/2017,6,22,2017,ROGERS PT.,80,3,3,,1,1,1,1,0,0,1,,22.1,242.3,166.4,0.12,97,8.39,7.33,21.7,240.3,166.4,0.12,99.8,8.67,7.54,47,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717550,12,25,6/23/2017,6,23,2017,ROGERS PT.,80,3,3,,1,1,1,6,5,10,1,27,22.5,244.5,167.05,0.12,99.5,8.66,7.43,22.2,243.1,167.05,0.12,97,8.45,7.48,55,,LOST ONE FISH,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717551,12,25,6/23/2017,6,23,2017,ROGERS PT.,80,3,3,,1,1,1,6,5,10,1,27,22.5,244.5,167.05,0.12,99.5,8.66,7.43,22.2,243.1,167.05,0.12,97,8.45,7.48,50,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201717552,12,25,6/23/2017,6,23,2017,ROGERS PT.,80,3,3,,1,1,1,5,5,10,1,27,22.5,244.5,167.05,0.12,99.5,8.66,7.43,22.2,243.1,167.05,0.12,97,8.45,7.48,50,,,Adult Atlantic Sturgeon Survey,,,,AL,KM,TF,RB,,
201817501,12,21,6/1/2018,6,1,2018,A FRAME,84,3,3,,1,1,1,4,5,5,1,,20.5,235.2,167.05,0.12,95.4,8.54,7.74,20.3,232.6,166.4,0.12,85.4,7.71,7.64,70,,South Net,Adult Atlantic Sturgeon Survey,,,,JTH,CP,DB,EH,,14
201817502,12,21,6/1/2018,6,1,2018,A FRAME,84,3,3,,1,1,1,4,5,5,1,,20.5,235.2,167.05,0.12,95.4,8.54,7.74,20.3,232.6,166.4,0.12,85.4,7.71,7.64,60,,Middle Net,Adult Atlantic Sturgeon Survey,,,,JTH,CP,DB,EH,,15
201817503,12,21,6/1/2018,6,1,2018,A FRAME,84,3,3,,1,1,1,4,5,5,1,,20.5,235.2,167.05,0.12,95.4,8.54,7.74,20.3,232.6,166.4,0.12,85.4,7.71,7.64,63,,"North Net. One fish escaped capture, no other sturgeon were captured.",Adult Atlantic Sturgeon Survey,,,,JTH,CP,DB,EH,,16
201817504,12,22,6/4/2018,6,4,2018,ROGERS PT.,82,3,3,,1,1,1,4,5,5,1,20.2,21.3,239.4,167.7,0.12,94,8.28,7.9,20.8,236.5,167.05,0.12,86.2,7.65,7.73,40,,"North Net, 3 sturgeon scanned, 5 let go, 8 total, No weights recorded, No OTC administered.",Adult Atlantic Sturgeon Survey,,,,JTH,CP,DB,EH,,19
201817505,12,22,6/4/2018,6,4,2018,ROGERS PT.,82,3,3,,1,1,1,4,5,5,1,20.2,21.3,239.4,167.7,0.12,94,8.28,7.9,20.8,236.5,167.05,0.12,86.2,7.65,7.73,40,,"Middle Net, Pink Tape, 3 sturgeon caught, 3 were let go and not processed.",Adult Atlantic Sturgeon Survey,,,,JTH,CP,DB,EH,,18
